"epoch","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MAX"
"11849","236","236","236","0.00001193569551105611","0.00001193569551105611","0.00001193569551105611","236","236","236","7.985439864910404e-9","7.985439864910404e-9","7.985439864910404e-9"
"11899","237","237","237","0.000007957422894833144","0.000007957422894833144","0.000007957422894833144","237","237","237","7.946145075266031e-9","7.946145075266031e-9","7.946145075266031e-9"
"11949","","","","","","","238","238","238","7.906410637303907e-9","7.906410637303907e-9","7.906410637303907e-9"
"11999","239","239","239","0.0000073430242082395125","0.0000073430242082395125","0.0000073430242082395125","239","239","239","7.866331586114939e-9","7.866331586114939e-9","7.866331586114939e-9"
"12049","240","240","240","0.000007315412858588388","0.000007315412858588388","0.000007315412858588388","240","240","240","7.82601539128791e-9","7.82601539128791e-9","7.82601539128791e-9"
"12099","","","","","","","241","241","241","7.808189650404529e-9","7.808189650404529e-9","7.808189650404529e-9"
"12149","242","242","242","0.000007863842256483622","0.000007863842256483622","0.000007863842256483622","242","242","242","7.743537366877717e-9","7.743537366877717e-9","7.743537366877717e-9"
"12199","243","243","243","0.000007237897989398334","0.000007237897989398334","0.000007237897989398334","243","243","243","7.749189734340689e-9","7.749189734340689e-9","7.749189734340689e-9"
"12249","","","","","","","244","244","244","1.614600364518992e-8","1.614600364518992e-8","1.614600364518992e-8"
"12299","245","245","245","0.000007186351922428003","0.000007186351922428003","0.000007186351922428003","","","","","",""
"12349","246","246","246","0.000007159991127991816","0.000007159991127991816","0.000007159991127991816","","","","","",""
"12399","247","247","247","0.000023581969799124636","0.000023581969799124636","0.000023581969799124636","247","247","247","8.307085685999027e-9","8.307085685999027e-9","8.307085685999027e-9"
"12449","","","","","","","248","248","248","7.75119879392605e-9","7.75119879392605e-9","7.75119879392605e-9"
"12499","249","249","249","0.0000070913738454692066","0.0000070913738454692066","0.0000070913738454692066","249","249","249","7.494254106177323e-9","7.494254106177323e-9","7.494254106177323e-9"
"12549","","","","","","","250","250","250","7.431783188849295e-9","7.431783188849295e-9","7.431783188849295e-9"
"12599","251","251","251","0.00000703605974194943","0.00000703605974194943","0.00000703605974194943","","","","","",""
"12649","252","252","252","0.000007021290002739988","0.000007021290002739988","0.000007021290002739988","252","252","252","7.409237223754417e-9","7.409237223754417e-9","7.409237223754417e-9"
"12699","","","","","","","253","253","253","7.2873529433081785e-9","7.2873529433081785e-9","7.2873529433081785e-9"
"12749","254","254","254","0.000007086377536325017","0.000007086377536325017","0.000007086377536325017","254","254","254","3.4725138675639755e-7","3.4725138675639755e-7","3.4725138675639755e-7"
"12799","","","","","","","255","255","255","1.4475094900490149e-8","1.4475094900490149e-8","1.4475094900490149e-8"
"12899","257","257","257","0.0000068938961703679524","0.0000068938961703679524","0.0000068938961703679524","","","","","",""
"12949","","","","","","","258","258","258","7.139715041404315e-9","7.139715041404315e-9","7.139715041404315e-9"
"13049","260","260","260","0.000007135911801015027","0.000007135911801015027","0.000007135911801015027","","","","","",""
"13099","261","261","261","0.000006815024335082853","0.000006815024335082853","0.000006815024335082853","","","","","",""
"13149","262","262","262","0.000006803597443649778","0.000006803597443649778","0.000006803597443649778","","","","","",""
"13199","","","","","","","263","263","263","7.032725513056448e-9","7.032725513056448e-9","7.032725513056448e-9"
"13249","264","264","264","0.000006780655894544907","0.000006780655894544907","0.000006780655894544907","","","","","",""
"13299","265","265","265","0.000006768844286852982","0.000006768844286852982","0.000006768844286852982","265","265","265","6.98758251260756e-9","6.98758251260756e-9","6.98758251260756e-9"
"13349","266","266","266","0.0000067567621044872794","0.0000067567621044872794","0.0000067567621044872794","266","266","266","6.965200860520326e-9","6.965200860520326e-9","6.965200860520326e-9"
"13449","268","268","268","0.000006731751454935875","0.000006731751454935875","0.000006731751454935875","","","","","",""
"13499","","","","","","","269","269","269","6.893063009272282e-9","6.893063009272282e-9","6.893063009272282e-9"
"13549","","","","","","","270","270","270","6.867099333618398e-9","6.867099333618398e-9","6.867099333618398e-9"
"13599","271","271","271","0.000006692296665278263","0.000006692296665278263","0.000006692296665278263","271","271","271","6.842916011606803e-9","6.842916011606803e-9","6.842916011606803e-9"
"13649","272","272","272","0.000006678549652860966","0.000006678549652860966","0.000006678549652860966","272","272","272","6.816689879229898e-9","6.816689879229898e-9","6.816689879229898e-9"
"13699","273","273","273","0.00000666455252940068","0.00000666455252940068","0.00000666455252940068","","","","","",""
"13799","275","275","275","0.000006635682893829653","0.000006635682893829653","0.000006635682893829653","275","275","275","6.7367720291144906e-9","6.7367720291144906e-9","6.7367720291144906e-9"
"13849","276","276","276","0.0000066208172029291745","0.0000066208172029291745","0.0000066208172029291745","","","","","",""
"13899","","","","","","","277","277","277","6.6832281930828685e-9","6.6832281930828685e-9","6.6832281930828685e-9"
"13949","278","278","278","0.000006590123575733742","0.000006590123575733742","0.000006590123575733742","","","","","",""
"14099","281","281","281","0.000006541786660818616","0.000006541786660818616","0.000006541786660818616","281","281","281","7.021378145566359e-9","7.021378145566359e-9","7.021378145566359e-9"
"14149","282","282","282","0.000006524949640152045","0.000006524949640152045","0.000006524949640152045","","","","","",""
"14199","283","283","283","0.000006507889338536188","0.000006507889338536188","0.000006507889338536188","283","283","283","6.5150809192005e-9","6.5150809192005e-9","6.5150809192005e-9"
"14249","284","284","284","0.000006490382475021761","0.000006490382475021761","0.000006490382475021761","284","284","284","6.516336803485956e-9","6.516336803485956e-9","6.516336803485956e-9"
"14299","285","285","285","0.0000064726327764219604","0.0000064726327764219604","0.0000064726327764219604","285","285","285","6.593489754180837e-9","6.593489754180837e-9","6.593489754180837e-9"
"14349","286","286","286","0.0000064544601627858356","0.0000064544601627858356","0.0000064544601627858356","286","286","286","1.004614524902081e-8","1.004614524902081e-8","1.004614524902081e-8"
"14399","287","287","287","0.000006435971499740845","0.000006435971499740845","0.000006435971499740845","","","","","",""
"14449","288","288","288","0.0000064171990743489005","0.0000064171990743489005","0.0000064171990743489005","288","288","288","8.42223357722105e-9","8.42223357722105e-9","8.42223357722105e-9"
"14499","289","289","289","0.000006397939614544157","0.000006397939614544157","0.000006397939614544157","289","289","289","3.0154538421811594e-8","3.0154538421811594e-8","3.0154538421811594e-8"
"14549","290","290","290","0.000006378381385729881","0.000006378381385729881","0.000006378381385729881","","","","","",""
"14649","292","292","292","0.000006338128059724113","0.000006338128059724113","0.000006338128059724113","","","","","",""
"14699","293","293","293","0.00004831639307667501","0.00004831639307667501","0.00004831639307667501","","","","","",""
"14799","295","295","295","0.000006281365131144412","0.000006281365131144412","0.000006281365131144412","295","295","295","3.1557910062929295e-8","3.1557910062929295e-8","3.1557910062929295e-8"
"14899","297","297","297","0.0000062421181610261556","0.0000062421181610261556","0.0000062421181610261556","","","","","",""
"14949","","","","","","","298","298","298","7.0395040907555995e-9","7.0395040907555995e-9","7.0395040907555995e-9"
"14999","299","299","299","0.000007283141258085379","0.000007283141258085379","0.000007283141258085379","","","","","",""
"15099","","","","","","","301","301","301","2.1429757524060733e-8","2.1429757524060733e-8","2.1429757524060733e-8"
"15149","302","302","302","0.000006172907433210639","0.000006172907433210639","0.000006172907433210639","","","","","",""
"15199","303","303","303","0.000006163266789371846","0.000006163266789371846","0.000006163266789371846","","","","","",""
"15249","304","304","304","0.000006153301910671871","0.000006153301910671871","0.000006153301910671871","304","304","304","2.1421342921712494e-8","2.1421342921712494e-8","2.1421342921712494e-8"
"15299","","","","","","","305","305","305","6.780138228634769e-9","6.780138228634769e-9","6.780138228634769e-9"
"15399","307","307","307","0.00000612224494034308","0.00000612224494034308","0.00000612224494034308","","","","","",""
"15449","308","308","308","0.000006111439688538667","0.000006111439688538667","0.000006111439688538667","308","308","308","7.724327844016443e-9","7.724327844016443e-9","7.724327844016443e-9"
"15499","309","309","309","0.0000061004420786048286","0.0000061004420786048286","0.0000061004420786048286","309","309","309","5.919228218687067e-9","5.919228218687067e-9","5.919228218687067e-9"
"15549","310","310","310","0.000006089173439249862","0.000006089173439249862","0.000006089173439249862","310","310","310","5.815084413995919e-9","5.815084413995919e-9","5.815084413995919e-9"
"15749","","","","","","","314","314","314","5.794997814945191e-9","5.794997814945191e-9","5.794997814945191e-9"
"15799","","","","","","","315","315","315","5.703992389527457e-9","5.703992389527457e-9","5.703992389527457e-9"
"15849","","","","","","","316","316","316","5.732368801858456e-9","5.732368801858456e-9","5.732368801858456e-9"
"16049","320","320","320","0.000005962433533568401","0.000005962433533568401","0.000005962433533568401","320","320","320","5.545809589335704e-9","5.545809589335704e-9","5.545809589335704e-9"
"16149","322","322","322","0.000005933759894105606","0.000005933759894105606","0.000005933759894105606","322","322","322","5.565853111733077e-9","5.565853111733077e-9","5.565853111733077e-9"
"16249","324","324","324","0.000005904019872104982","0.000005904019872104982","0.000005904019872104982","324","324","324","7.571573590325897e-9","7.571573590325897e-9","7.571573590325897e-9"
"16299","325","325","325","0.00000588864986639237","0.00000588864986639237","0.00000588864986639237","325","325","325","5.437880812309004e-9","5.437880812309004e-9","5.437880812309004e-9"
"16349","326","326","326","0.00000587299837206956","0.00000587299837206956","0.00000587299837206956","","","","","",""
"16399","","","","","","","327","327","327","5.663373769948521e-9","5.663373769948521e-9","5.663373769948521e-9"
"16449","328","328","328","0.0000058407576943864115","0.0000058407576943864115","0.0000058407576943864115","","","","","",""
"16549","","","","","","","330","330","330","1.1127091426033076e-7","1.1127091426033076e-7","1.1127091426033076e-7"
"16599","","","","","","","331","331","331","5.645447664903713e-9","5.645447664903713e-9","5.645447664903713e-9"
"16649","","","","","","","332","332","332","5.468795194474296e-9","5.468795194474296e-9","5.468795194474296e-9"
"16699","333","333","333","0.000005758946372225182","0.000005758946372225182","0.000005758946372225182","","","","","",""
"16749","","","","","","","334","334","334","4.622923910346799e-8","4.622923910346799e-8","4.622923910346799e-8"
"16799","","","","","","","335","335","335","5.34243316252514e-9","5.34243316252514e-9","5.34243316252514e-9"
"16849","336","336","336","0.00000587809745411505","0.00000587809745411505","0.00000587809745411505","","","","","",""
"16899","337","337","337","0.000005694142146239756","0.000005694142146239756","0.000005694142146239756","337","337","337","5.326017848972242e-9","5.326017848972242e-9","5.326017848972242e-9"
"16949","338","338","338","0.000005679097739630379","0.000005679097739630379","0.000005679097739630379","338","338","338","5.280361481396767e-9","5.280361481396767e-9","5.280361481396767e-9"
"16999","339","339","339","0.000005663695446855854","0.000005663695446855854","0.000005663695446855854","","","","","",""
"17049","340","340","340","0.000005647991656587692","0.000005647991656587692","0.000005647991656587692","","","","","",""
"17099","341","341","341","0.0000056320805015275255","0.0000056320805015275255","0.0000056320805015275255","","","","","",""
"17149","342","342","342","0.000007537445526395459","0.000007537445526395459","0.000007537445526395459","342","342","342","7.639572885409507e-8","7.639572885409507e-8","7.639572885409507e-8"
"17199","","","","","","","343","343","343","1.1606129390884234e-8","1.1606129390884234e-8","1.1606129390884234e-8"
"17249","","","","","","","344","344","344","5.077451792345755e-9","5.077451792345755e-9","5.077451792345755e-9"
"17299","345","345","345","0.000005570951998379314","0.000005570951998379314","0.000005570951998379314","","","","","",""
"17349","","","","","","","346","346","346","5.042560147217046e-9","5.042560147217046e-9","5.042560147217046e-9"
"17399","347","347","347","0.000005821320883114822","0.000005821320883114822","0.000005821320883114822","","","","","",""
"17449","","","","","","","348","348","348","5.043045092634202e-9","5.043045092634202e-9","5.043045092634202e-9"
"17499","349","349","349","0.000005511193648999324","0.000005511193648999324","0.000005511193648999324","","","","","",""
"17549","350","350","350","0.00000549643800695776","0.00000549643800695776","0.00000549643800695776","350","350","350","4.9730224382926735e-9","4.9730224382926735e-9","4.9730224382926735e-9"
"17599","351","351","351","0.00000548137131772819","0.00000548137131772819","0.00000548137131772819","351","351","351","6.705268340567727e-9","6.705268340567727e-9","6.705268340567727e-9"
"17649","352","352","352","0.000005723272806790192","0.000005723272806790192","0.000005723272806790192","352","352","352","5.5212159288942075e-9","5.5212159288942075e-9","5.5212159288942075e-9"
"17699","353","353","353","0.00000587705108046066","0.00000587705108046066","0.00000587705108046066","","","","","",""
"17749","354","354","354","0.00000544109161637607","0.00000544109161637607","0.00000544109161637607","","","","","",""
"17799","355","355","355","0.000005423914899438387","0.000005423914899438387","0.000005423914899438387","355","355","355","4.875316594876722e-9","4.875316594876722e-9","4.875316594876722e-9"
"17899","357","357","357","0.000005394832896854496","0.000005394832896854496","0.000005394832896854496","357","357","357","4.859689983760518e-9","4.859689983760518e-9","4.859689983760518e-9"
"17949","358","358","358","0.000005405709543992998","0.000005405709543992998","0.000005405709543992998","358","358","358","1.3543924204384439e-8","1.3543924204384439e-8","1.3543924204384439e-8"
"18049","","","","","","","360","360","360","8.587408117932682e-9","8.587408117932682e-9","8.587408117932682e-9"
"18099","","","","","","","361","361","361","1.2962797057980424e-8","1.2962797057980424e-8","1.2962797057980424e-8"
"18149","362","362","362","0.0000053242397370922845","0.0000053242397370922845","0.0000053242397370922845","362","362","362","4.758078375743935e-9","4.758078375743935e-9","4.758078375743935e-9"
"18199","","","","","","","363","363","363","4.747987336628512e-9","4.747987336628512e-9","4.747987336628512e-9"
"18249","364","364","364","0.000005297857569530606","0.000005297857569530606","0.000005297857569530606","364","364","364","4.8460599977318e-9","4.8460599977318e-9","4.8460599977318e-9"
"18299","365","365","365","0.00000528330610904959","0.00000528330610904959","0.00000528330610904959","365","365","365","4.752326088208747e-9","4.752326088208747e-9","4.752326088208747e-9"
"18399","","","","","","","367","367","367","7.116200961831964e-9","7.116200961831964e-9","7.116200961831964e-9"
"18449","","","","","","","368","368","368","4.66497374063124e-9","4.66497374063124e-9","4.66497374063124e-9"
"18499","","","","","","","369","369","369","4.6546762000332365e-9","4.6546762000332365e-9","4.6546762000332365e-9"
"18549","370","370","370","0.000005215737019170774","0.000005215737019170774","0.000005215737019170774","","","","","",""
"18599","","","","","","","371","371","371","1.1789950349339051e-8","1.1789950349339051e-8","1.1789950349339051e-8"
"18649","372","372","372","0.000005188877821638016","0.000005188877821638016","0.000005188877821638016","372","372","372","4.608561976482406e-9","4.608561976482406e-9","4.608561976482406e-9"
"18699","","","","","","","373","373","373","4.600153591383105e-9","4.600153591383105e-9","4.600153591383105e-9"
"18749","374","374","374","0.000005189160674490267","0.000005189160674490267","0.000005189160674490267","374","374","374","4.5921875191368144e-9","4.5921875191368144e-9","4.5921875191368144e-9"
"18799","375","375","375","0.000005150053766556084","0.000005150053766556084","0.000005150053766556084","375","375","375","4.58405491343683e-9","4.58405491343683e-9","4.58405491343683e-9"
"18849","376","376","376","0.0000051367223932174966","0.0000051367223932174966","0.0000051367223932174966","376","376","376","4.575697154507452e-9","4.575697154507452e-9","4.575697154507452e-9"
"18899","377","377","377","0.000005123490154801402","0.000005123490154801402","0.000005123490154801402","","","","","",""
"18949","378","378","378","0.000008294339750136714","0.000008294339750136714","0.000008294339750136714","378","378","378","4.559244537460927e-9","4.559244537460927e-9","4.559244537460927e-9"
"18999","379","379","379","0.000005104037882119883","0.000005104037882119883","0.000005104037882119883","379","379","379","4.550050114460191e-9","4.550050114460191e-9","4.550050114460191e-9"
"19049","380","380","380","0.000005085268639959395","0.000005085268639959395","0.000005085268639959395","","","","","",""
"19099","381","381","381","0.000005072493877378292","0.000005072493877378292","0.000005072493877378292","381","381","381","4.53177984027775e-9","4.53177984027775e-9","4.53177984027775e-9"
"19199","383","383","383","0.00002105300700350199","0.00002105300700350199","0.00002105300700350199","","","","","",""
"19249","","","","","","","384","384","384","4.502749728629851e-9","4.502749728629851e-9","4.502749728629851e-9"
"19299","","","","","","","385","385","385","4.492344718443064e-9","4.492344718443064e-9","4.492344718443064e-9"
"19349","386","386","386","0.000005009324013371952","0.000005009324013371952","0.000005009324013371952","","","","","",""
"19399","387","387","387","0.000005001733370590955","0.000005001733370590955","0.000005001733370590955","387","387","387","4.471737202749182e-9","4.471737202749182e-9","4.471737202749182e-9"
"19449","388","388","388","0.000005973961378913373","0.000005973961378913373","0.000005973961378913373","388","388","388","4.4612242788844014e-9","4.4612242788844014e-9","4.4612242788844014e-9"
